"Recip_County","FIPS","year","total_vacc"
"Grayson County","48181",2022,63051
"Grayson County","51077",2020,0
"Grayson County","51077",2021,6149
"Grayson County","51077",2022,6562
"Greeley County","20071",2020,0
"Greeley County","20071",2021,614
"Greeley County","20071",2022,655
"Greeley County","31077",2020,0
"Greeley County","31077",2021,914
"Greeley County","31077",2022,977
"Green County","21087",2020,0
"Green County","21087",2021,4540
"Green County","21087",2022,4891
"Green County","55045",2020,0
"Green County","55045",2021,22828
"Green County","55045",2022,24303
"Green Lake County","55047",2020,0
"Green Lake County","55047",2021,10102
"Green Lake County","55047",2022,10874
"Greenbrier County","54025",2020,0
"Greenbrier County","54025",2021,18524
"Greenbrier County","54025",2022,19606
"Greene County","01063",2020,0
"Greene County","01063",2021,3925
"Greene County","01063",2022,4277
"Greene County","05055",2020,0
"Greene County","05055",2021,18679
"Greene County","05055",2022,20528
"Greene County","13133",2020,0
"Greene County","13133",2021,7711
"Greene County","13133",2022,10352
"Greene County","17061",2020,0
"Greene County","17061",2021,5018
"Greene County","17061",2022,5811
"Greene County","18055",2020,0
"Greene County","18055",2021,12498
"Greene County","18055",2022,13779
"Greene County","19073",2020,0
"Greene County","19073",2021,5016
"Greene County","19073",2022,5314
"Greene County","28041",2020,0
"Greene County","28041",2021,4859
"Greene County","28041",2022,5170
"Greene County","29077",2020,0
"Greene County","29077",2021,138451
"Greene County","29077",2022,150450
"Greene County","36039",2020,0
"Greene County","36039",2021,28396
"Greene County","36039",2022,30533
"Greene County","37079",2020,0
"Greene County","37079",2021,10104
"Greene County","37079",2022,13938
"Greene County","39057",2020,0
"Greene County","39057",2021,106618
"Greene County","39057",2022,109904
"Greene County","42059",2020,0
"Greene County","42059",2021,17447
"Greene County","42059",2022,19261
"Greene County","47059",2020,0
"Greene County","47059",2021,30831
"Greene County","47059",2022,32734
"Greene County","51079",2020,0
"Greene County","51079",2021,8974
"Greene County","51079",2022,9135
"Greenlee County","04011",2020,0
"Greenlee County","04011",2021,3970
"Greenlee County","04011",2022,4327
"Greensville County","51081",2020,0
"Greensville County","51081",2021,3962
"Greensville County","51081",2022,4337
"Greenup County","21089",2020,0
"Greenup County","21089",2021,17618
"Greenup County","21089",2022,19102
"Greenville County","45045",2020,0
"Greenville County","45045",2021,272276
"Greenville County","45045",2022,301965
"Greenwood County","20073",2020,0
"Greenwood County","20073",2021,2838
"Greenwood County","20073",2022,3090
"Greenwood County","45047",2020,0
"Greenwood County","45047",2021,32753
"Greenwood County","45047",2022,35022
"Greer County","40055",2020,0
"Greer County","40055",2021,2007
"Greer County","40055",2022,2164
"Gregg County","48183",2020,0
"Gregg County","48183",2021,53173
"Gregg County","48183",2022,56884
"Gregory County","46053",2020,0
"Gregory County","46053",2021,2019
"Gregory County","46053",2022,2227
"Grenada County","28043",2020,0
"Grenada County","28043",2021,10402
"Grenada County","28043",2022,11247
"Griggs County","38039",2020,0
"Griggs County","38039",2021,1012
"Griggs County","38039",2022,1068
"Grimes County","48185",2020,0
"Grimes County","48185",2021,14255
"Grimes County","48185",2022,15680
"Grundy County","17063",2020,0
"Grundy County","17063",2021,27734
"Grundy County","17063",2022,30238
"Grundy County","19075",2020,0
"Grundy County","19075",2021,7292
"Grundy County","19075",2022,7793
"Grundy County","29079",2020,0
"Grundy County","29079",2021,3327
"Grundy County","29079",2022,3657
"Grundy County","47061",2020,0
"Grundy County","47061",2021,3930
"Grundy County","47061",2022,4218
"Guadalupe County","35019",2020,0
"Guadalupe County","35019",2021,2862
"Guadalupe County","35019",2022,3074
"Guadalupe County","48187",2020,0
"Guadalupe County","48187",2021,86917
"Guadalupe County","48187",2022,94731
"Guam","66010",2020,0
"Guam","66010",2021,102885
"Guam","66010",2022,108674
"Guanica Municipio","72055",2020,0
"Guanica Municipio","72055",2021,10375
"Guanica Municipio","72055",2022,11729
"Guayama Municipio","72057",2020,0
"Guayama Municipio","72057",2021,26569
"Guayama Municipio","72057",2022,30329
"Guayanilla Municipio","72059",2020,0
"Guayanilla Municipio","72059",2021,13522
"Guayanilla Municipio","72059",2022,15048
"Guaynabo Municipio","72061",2020,0
"Guaynabo Municipio","72061",2021,71801
"Guaynabo Municipio","72061",2022,80507
"Guernsey County","39059",2020,0
"Guernsey County","39059",2021,16625
"Guernsey County","39059",2022,17668
"Guilford County","37081",2020,0
"Guilford County","37081",2021,313217
"Guilford County","37081",2022,376118
"Gulf County","12045",2020,0
"Gulf County","12045",2021,6787
"Gulf County","12045",2022,7352
"Gunnison County","08051",2020,0
"Gunnison County","08051",2021,11714
"Gunnison County","08051",2022,12523
"Gurabo Municipio","72063",2020,0
"Gurabo Municipio","72063",2021,29571
"Gurabo Municipio","72063",2022,34702
"Guthrie County","19077",2020,0
"Guthrie County","19077",2021,6045
"Guthrie County","19077",2022,6427
"Gwinnett County","13135",2020,0
"Gwinnett County","13135",2021,321445
"Gwinnett County","13135",2022,533424
"Haakon County","46055",2020,0
"Haakon County","46055",2021,763
"Haakon County","46055",2022,833
"Habersham County","13137",2020,0
"Habersham County","13137",2021,10047
"Habersham County","13137",2022,18682
"Haines Borough","02100",2020,0
"Haines Borough","02100",2021,1696
"Haines Borough","02100",2022,1805
"Hale County","01065",2020,0
"Hale County","01065",2021,8551
"Hale County","01065",2022,9239
"Hale County","48189",2020,0
"Hale County","48189",2021,13817
"Hale County","48189",2022,14670
"Halifax County","37083",2020,0
"Halifax County","37083",2021,25324
"Halifax County","37083",2022,28353
"Halifax County","51083",2020,0
"Halifax County","51083",2021,14233
"Halifax County","51083",2022,15048
"Hall County","13139",2020,0
"Hall County","13139",2021,66010
"Hall County","13139",2022,95297
"Hall County","31079",2020,0
"Hall County","31079",2021,28173
"Hall County","31079",2022,32875
"Hall County","48191",2020,0
"Hall County","48191",2021,1242
"Hall County","48191",2022,1283
"Hamblen County","47063",2020,0
"Hamblen County","47063",2021,26451
"Hamblen County","47063",2022,28460
"Hamilton County","12047",2020,0
"Hamilton County","12047",2021,4949
"Hamilton County","12047",2022,5187
"Hamilton County","17065",2020,0
"Hamilton County","17065",2021,2866
"Hamilton County","17065",2022,3288
"Hamilton County","18057",2020,119
"Hamilton County","18057",2021,231441
"Hamilton County","18057",2022,253215
"Hamilton County","19079",2020,0
"Hamilton County","19079",2021,8979
"Hamilton County","19079",2022,9640
"Hamilton County","20075",2020,0
"Hamilton County","20075",2021,985
"Hamilton County","20075",2022,1090
"Hamilton County","31081",2020,0
"Hamilton County","31081",2021,4102
"Hamilton County","31081",2022,4460
"Hamilton County","36041",2020,0
"Hamilton County","36041",2021,3608
"Hamilton County","36041",2022,3760
"Hamilton County","39061",2020,0
"Hamilton County","39061",2021,489744
"Hamilton County","39061",2022,532678
"Hamilton County","47065",2020,0
"Hamilton County","47065",2021,201254
"Hamilton County","47065",2022,214877
"Hamilton County","48193",2020,0
"Hamilton County","48193",2021,4269
"Hamilton County","48193",2022,4227
"Hamlin County","46057",2020,0
"Hamlin County","46057",2021,2721
"Hamlin County","46057",2022,3022
"Hampden County","25013",2020,0
"Hampden County","25013",2021,289406
"Hampden County","25013",2022,325534
"Hampshire County","25015",2020,0
"Hampshire County","25015",2021,103315
"Hampshire County","25015",2022,115468
"Hampshire County","54027",2020,0
"Hampshire County","54027",2021,10246
"Hampshire County","54027",2022,11216
"Hampton County","45049",2020,0
"Hampton County","45049",2021,11758
"Hampton County","45049",2022,12696
"Hampton city","51650",2020,0
"Hampton city","51650",2021,78516
"Hampton city","51650",2022,84983
"Hancock County","13141",2020,0
"Hancock County","13141",2021,1465
"Hancock County","13141",2022,4222
"Hancock County","17067",2020,0
"Hancock County","17067",2021,8083
"Hancock County","17067",2022,9051
"Hancock County","18059",2020,0
"Hancock County","18059",2021,50749
"Hancock County","18059",2022,55230
"Hancock County","19081",2020,0
"Hancock County","19081",2021,5104
"Hancock County","19081",2022,5435
"Hancock County","21091",2020,0
"Hancock County","21091",2021,4956
"Hancock County","21091",2022,5326
"Hancock County","23009",2020,0
"Hancock County","23009",2021,40585
"Hancock County","23009",2022,44269
"Hancock County","28045",2020,0
"Hancock County","28045",2021,19021
"Hancock County","28045",2022,21959
"Hancock County","39063",2020,0
"Hancock County","39063",2021,37014
"Hancock County","39063",2022,39624
"Hancock County","47067",2020,0
"Hancock County","47067",2021,2088
"Hancock County","47067",2022,2200
"Hancock County","54029",2020,0
"Hancock County","54029",2021,18484
"Hancock County","54029",2022,19897
"Hand County","46059",2020,0
"Hand County","46059",2021,1502
"Hand County","46059",2022,1612
"Hanover County","51085",2020,0
"Hanover County","51085",2021,61861
"Hanover County","51085",2022,64777
"Hansford County","48195",2020,0
"Hansford County","48195",2021,2204
"Hansford County","48195",2022,2307
"Hanson County","46061",2020,0
"Hanson County","46061",2021,1408
"Hanson County","46061",2022,1619
"Haralson County","13143",2020,0
"Haralson County","13143",2021,5065
"Haralson County","13143",2022,10221
"Hardee County","12049",2020,0
"Hardee County","12049",2021,10847
"Hardee County","12049",2022,11823
"Hardeman County","47069",2020,0
"Hardeman County","47069",2021,11079
"Hardeman County","47069",2022,12109
"Hardeman County","48197",2020,0
"Hardeman County","48197",2021,1758
"Hardeman County","48197",2022,1834
"Hardin County","17069",2020,0
"Hardin County","17069",2021,1465
"Hardin County","17069",2022,1679
"Hardin County","19083",2020,0
"Hardin County","19083",2021,9152
"Hardin County","19083",2022,9604
"Hardin County","21093",2020,0
"Hardin County","21093",2021,63797
"Hardin County","21093",2022,75290
"Hardin County","39065",2020,0
"Hardin County","39065",2021,11542
"Hardin County","39065",2022,12405
"Hardin County","47071",2020,0
"Hardin County","47071",2021,10022
"Hardin County","47071",2022,10730
"Hardin County","48199",2020,0
"Hardin County","48199",2021,20854
"Hardin County","48199",2022,22010
"Harding County","35021",2020,0
"Harding County","35021",2021,358
"Harding County","35021",2022,388
"Harding County","46063",2020,0
"Harding County","46063",2021,235
"Harding County","46063",2022,255
"Hardy County","54031",2020,0
"Hardy County","54031",2021,7308
"Hardy County","54031",2022,8005
"Harford County","24025",2020,0
"Harford County","24025",2021,170026
"Harford County","24025",2022,185535
"Harlan County","21095",2020,0
"Harlan County","21095",2021,11574
"Harlan County","21095",2022,12386
"Harlan County","31083",2020,0
"Harlan County","31083",2021,1316
"Harlan County","31083",2022,1390
"Harmon County","40057",2020,0
"Harmon County","40057",2021,1243
"Harmon County","40057",2022,1346
"Harnett County","37085",2020,0
"Harnett County","37085",2021,50563
"Harnett County","37085",2022,61317
"Harney County","41025",2020,0
"Harney County","41025",2021,3299
"Harney County","41025",2022,3480
"Harper County","20077",2020,0
"Harper County","20077",2021,2444
"Harper County","20077",2022,2749
"Harper County","40059",2020,0
"Harper County","40059",2021,1584
"Harper County","40059",2022,1710
"Harris County","13145",2020,0
"Harris County","13145",2021,8158
"Harris County","13145",2022,17715
"Harris County","48201",2020,0
"Harris County","48201",2021,2840475
"Harris County","48201",2022,3088846
"Harrison County","18061",2020,0
"Harrison County","18061",2021,19728
"Harrison County","18061",2022,21599
"Harrison County","19085",2020,0
"Harrison County","19085",2021,6984
"Harrison County","19085",2022,7595
"Harrison County","21097",2020,0
"Harrison County","21097",2021,9105
"Harrison County","21097",2022,9736
"Harrison County","28047",2020,0
"Harrison County","28047",2021,108424
"Harrison County","28047",2022,119475
"Harrison County","29081",2020,0
"Harrison County","29081",2021,2715
"Harrison County","29081",2022,2981
"Harrison County","39067",2020,0
"Harrison County","39067",2021,6258
"Harrison County","39067",2022,6624
"Harrison County","48203",2020,0
"Harrison County","48203",2021,25498
"Harrison County","48203",2022,27291
"Harrison County","54033",2020,0
"Harrison County","54033",2021,33927
"Harrison County","54033",2022,36203
"Harrisonburg city","51660",2020,0
"Harrisonburg city","51660",2021,19945
"Harrisonburg city","51660",2022,20219
"Hart County","13147",2020,0
"Hart County","13147",2021,7547
"Hart County","13147",2022,10334
"Hart County","21099",2020,0
"Hart County","21099",2021,6488
"Hart County","21099",2022,7007
"Hartford County","09003",2020,0
"Hartford County","09003",2021,642985
"Hartford County","09003",2022,704554
"Hartley County","48205",2020,0
"Hartley County","48205",2021,2587
"Hartley County","48205",2022,2651
"Harvey County","20079",2020,0
"Harvey County","20079",2021,15292
"Harvey County","20079",2022,16991
"Haskell County","20081",2020,0
